segment_id,t_start,t_end,dur_s,whisper_fr,xlsr_fr,whisper_en_per_seg,whisper_en_cont,xlsr_en
seg_0073,225.2,234.86,9.66,"Donc, après l'école, je me vois jouer au ballon dans la rue bas-froid,",donc après lécole je me vois jouer au balon dans voilà rue bafroid,"After school, I see myself playing football in cold river.","So, a single daughter. So... After school, I see myself playing with the ball in the cold street,","So, after school, I’m going to play ball in the ballon, in the cowboys, in that, cold-mouth street."
seg_0074,236.84,238.66,1.82,rester jusqu'à Assetta.,ez jusqu'à asez tard,until it's too late.,"staying until quite late. But the ball games weren't little girls' games, were they?","By that time, it was too late."
seg_0075,238.66,241.64,2.98,"Les jeux de ballon, ce n'étaient pas des jeux de petite fille, Sire ?",e balence n'était pun dejeu de petite filip si,"The balloon was not a little girl's hair, right?","But the ball games weren't little girls' games, were they?","Ballons weren’t little girls’ games, were they?"
seg_0076,241.64,242.04,0.4,"Non, je ne m'entends pas.",non,No.,"No, I didn't...",No.
seg_0077,242.04,243.18,1.14,"À la ballon, au mur ?",a ituale,"There, on the wall!","No, I didn't... Ah, the ball games?",I’d like to drink wine.
seg_0078,243.18,245.84,2.66,"Non, des ballons ou au foot ou...",non de balon ou foute ou el,"No, football or...","No, the ball or football, or... Yes, yes, yes, I have more...","No, no balls, or crazy, or all, or everything, or what?"
seg_0079,245.84,247.98,2.14,"Oui, oui, oui, j'ai plus...",ne riengez plus,"Yes, I have more...","Yes, yes, yes, I have more... Yes, yes, yes, in the street, in any case.","Well, I have more."
seg_0080,247.98,250.0,2026-02-02 00:00:00,"Oui, oui, oui, dans la rue, en tout cas.",oui oui moi dans la rue en tout cas,"Yes, in the street anyway.","Yes, yes, yes, in the street, in any case.","Yes, yes, indeed, in the street, in any way, on the street? Yes, Yes, On the whole, on both, onthe street? On the road? Yes? Yes... On the street? On the wall? On everything? On all? In the street... On the Street? Yes. Yes? Well? Yes Yes? On Ent Any Any Any? On Both Both? On The Street? On All Any Any No? On On the Road? On Any Any Other? On Anyway? On Of Yes?"
seg_0082,252.98,254.74,1.76,"Donc, ça, un peu tout l'élémentaire.",qça un peu tout lélémentaire,So that's a bit of everything.,"So, that's a bit of everything.",That’s all elements.
seg_0083,254.74,258.96,4.22,"Parce que l'amarrelle, les billes, la corde...",peu la marele les biles la crane,"Because the yellow, the balls, the rope.","So, more than the ball, the ball, the ball... Oh, yes, I have more memories of football","The Amarelle, the Bees, the Accords."
seg_0084,258.96,263.2,4.24,"Oui, j'ai plus le souvenir, oui, du foot avec une bande de...",i jai plus le souvenir oi du fot avec une bande de voile,"Yes, I remember football with a band of...","Oh, yes, I have more memories of football with a bunch of boys, with a few girls.","Well, I have more more memory- Wow Wow Wow! Wow Wow, Wow Wow...... with a band of what? Wow. Well, there are some bands. Wow."
seg_0085,263.2,266.66,3.46,"voilà, de garçons avec quelques filles,",de dex garçons avec quelques files,of boys with some girls,"with a bunch of boys, with a few girls.",Some girl with some girl....
seg_0086,266.82,268.88,2026-06-02 00:00:00,"dont certaines, j'ai une amie,",je dont certaines jai une amie,I have a friend.,"Some of them, I have a friend,","Some of these people, I have a friend, a friend."
seg_0087,269.0,270.88,1.88,je l'ai connue en première année de maternelle.,je l'ai conu à laur première anide maternele,I met him in my first maternity leave.,I met her in her first year of high school.,"I knew her from matern matern maternal nurse, in my maternal first maternal birth, I saw her maternally, I knew she knew her maternal maternal me, I was with maternal breast breast breast, I met her mother maternal I knew him maternal, I know her I knew my matern materntal I was maternal infant maternal parent, I had known her pater pater maternally I saw me me I knew it matern maternally; I knew myself I knew me maternally maternally: I was a maternal child, I experienced her maternl I knew them maternally. I knew the maternal my materne I was Materal I was my maternnal I was breast breast I was I was born, I thought I knew I was by maternal matern maternality, I recognize her matern maternI I saw my maternAL I I was was matern maternelle I was, I used maternal i I was Marine maternal My matern maternle I was sick matern matern parent I I I saw she knew me me matern maternale I I am matern matern Parent parent parent I was me I I did I I my materntal matern matern I I gave I was accident I I breast I saw I was mari matern maternthal I I wo I I med matern matern breast I I i I my I was na matern matern juridic I I, I my my matern Mother matern matern was I I matern matern my matern I was... I was married I was pregnant I was mother matern materni I I bore I I virgin I I IV I was old I was young I I cal I I ge I was ministeri matern matern pater matern matern matri I I looked I I remember I I told my matern parent parent parent my I I soli I I mar I was kinder matern matern ill I I would I I d I was ma matern matern Mater matern matern mine I I — I I bru I was parent I my was matern I matern I am my matern my my my I matern parent matern maternile I I Breast breast I am am I I III I I received I was at matern maternpal I I nur I I impar I I myself I was pas matern matern brutal I I j I I parent I am was I my parent parent matern I breast breast was I am breast I my breast I matern my I am, I I age I I reproduc I I marine I I took matern matern Na matern matern Pal I I provident I I melan matern maternterna I Iwas I I sexual I I mam I I mother"
seg_0088,271.14,273.6,2.46,"Donc, ça fait 43 ans que je la connais.",sefyr quarante-trois ans que je la conais,I've known her for 43 years.,"So, I've known her for 43 years.","That’s, forty-thre three years that I know her."
seg_0089,275.02,278.38,3.36,"Et on se rappelle, voilà, des souvenirs comme ça,",et on se rapele voilà des souvenirs come ça,and we remember those memories.,"And we remember, here are some memories like that.",And we’ll be together! Here are some memories like this.
seg_0090,278.46,279.52,2026-06-01 00:00:00,donc beaucoup dans la rue.,beaucoup dans la rue,in the street.,"So, a lot in the street.",a lot on the street.
seg_0091,280.56,282.8,2.24,Je me rappelle...,e me rapel,I remember...,I remember...,I remember.
seg_0092,282.8,284.6,2026-08-01 00:00:00,Puisque à quelle heure ?,usqu'à tuele heure,Until what time?,Until what time? I would say...,Until what time?
seg_0093,284.6,289.28,4.68,Il y avait des heures de rentrée un peu souple ?,crand moije-tu rait de rentrer à dsous,I would say...,"I would say... Was there a time to come home a little early? Yes, I would say until 7 o'clock,",Will I go back under or under?
seg_0094,289.28,293.12,3.84,"Oui, moi, je me dirais jusqu'à 7 heures, voire 8 heures,",oi moi je me dirai jusquà cete heure voi huit heures,"Yes, I would say until 7 or 8 o'clock.","Yes, I would say until 7 o'clock, maybe 8 o'clock, something like that.","Well, I would go until seven, at seven, or eight hours, eight hours or eight, I’d watch me till eight, or seven hours, or... or... eight hours."
seg_0095,293.24,294.1,0.86,quelque chose comme ça.,elque chose come ça,something like that.,"maybe 8 o'clock, something like that.",something like that.
seg_0096,294.12,294.78,0.66,À l'école primaire.,come primé,,At primary school?,No.
seg_0097,294.98,295.86,0.88,"Oui, oui, oui.",ouai oui ouey,"Yeah, yeah, yeah.","Yes, yes, yes.",Yes or no? Yes or No?
